query,expected_answer,generated_answer,cosine_similarity,result,cosine_check,expected_check
"I have symptoms such as back pain, chills, headache, high fever, joint pain, loss of appetite, malaise, muscle pain, nausea, pain behind the eyes, red spots over body, skin rash, vomiting. What the name of the disease?",Dengue,Dengue,1.0,True,True,True
"I have symptoms such as fatigue, yellowing of eyes, yellowish skin, loss of appetite. What the name of the disease?",Hepatitis C,Jaundice Yellow staining,0.0,False,False,False
"I have symptoms such as phlegm, rusty sputum, chest pain, fatigue, sweating, fast heart rate, high fever, cough, breathlessness. What the name of the disease?",Pneumonia,Pneumonia,1.0,True,True,True
"I have symptoms such as abdominal pain, distention of abdomen, fluid overload, history of alcohol consumption, vomiting, yellowish skin. What the name of the disease?",Alcoholic hepatitis,Alcoholic Hepatitis,1.0000000000000002,True,True,True
"I have symptoms such as passage of gases, indigestion, vomiting, internal itching. What the name of the disease?",Peptic ulcer disease,GERD,0.0,False,False,False
"I have symptoms such as nodal skin eruptions, skin rash. What the name of the disease?",Fungal infection,Acne vulgaris,0.0,False,False,False
"I have symptoms such as small dents in nails, silver like dusting, skin rash, skin peeling, inflammatory nails. What the name of the disease?",Psoriasis,Psoriasis,1.0,True,True,True
"I have symptoms such as fatigue, irritability, diarrhea, weight loss, restlessness, muscle weakness, abnormal menstruation, excessive hunger, mood swings. What the name of the disease?",Hyperthyroidism,Hyperthyroidism,1.0,True,True,True
"I have symptoms such as fast heart rate, mood swings, fatigue, restlessness, irritability, diarrhea, sweating, weight loss, muscle weakness, abnormal menstruation. What the name of the disease?",Hyperthyroidism,Hyperthyroidism,1.0,True,True,True
"I have symptoms such as abdominal pain, dark urine, diarrhea, loss of appetite, mild fever, muscle pain, nausea, vomiting, yellowing of eyes, yellowish skin. What the name of the disease?",hepatitis A,Jaundice,0.0,False,False,False
"I have symptoms such as abdominal pain, dark urine, diarrhea, joint pain, loss of appetite, mild fever, muscle pain, nausea, yellowing of eyes, yellowish skin. What the name of the disease?",hepatitis A,Jaundice,0.0,False,False,False
"I have symptoms such as abnormal menstruation, depression, lethargy, puffy face and eyes, brittle nails, mood swings, fatigue, weight gain, enlarged thyroid, irritability, cold hands and feets. What the name of the disease?",Hypothyroidism,Hypothyroidism,1.0,True,True,True
"I have symptoms such as abdominal pain, itching, nausea, vomiting, yellowing of eyes, yellowish skin. What the name of the disease?",Chronic cholestasis,Jaundice,0.0,False,False,False
"I have symptoms such as abdominal pain, acute liver failure, coma, dark urine, fatigue, high fever, joint pain, loss of appetite, stomach bleeding, vomiting, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis E,Hepatitis E,1.0,True,True,True
"I have symptoms such as abdominal pain, joint pain, fatigue, yellowing of eyes, yellowish skin, loss of appetite, dark urine, vomiting. What the name of the disease?",Hepatitis D,Jaundice,0.0,False,False,False
"What is the disease name based on this description: Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time.?",Osteoarthristis,Osteoarthristis Osteoarthritis,0.5797386715376658,True,False,True
"I have symptoms such as slurred speech, nausea, sweating, palpitations, anxiety, vomiting, irritability, headache, excessive hunger. What the name of the disease?",Hypoglycemia,Hypoglycemia,1.0,True,True,True
"I have symptoms such as acidity, chest pain, cough, ulcers on tongue, vomiting. What the name of the disease?",GERD,GERD,1.0,True,True,True
What is the disease name based on this description: An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.?,Malaria,Malaria,1.0,True,True,True
"I have symptoms such as burning micturition, skin rash, spotting urination, stomach pain. What the name of the disease?",Drug Reaction,Urinary tract,0.0,False,False,False
"I have symptoms such as pain behind the eyes, joint pain, skin rash, fatigue, loss of appetite, malaise, headache, red spots over body, nausea, chills, back pain, vomiting, high fever. What the name of the disease?",Dengue,Dengue,1.0,True,True,True
"I have symptoms such as abdominal pain, dark urine, fatigue, joint pain, nausea, vomiting, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis D,Hepatitis E,1.0,True,True,False
"I have symptoms such as yellowing of eyes, yellowish skin, malaise, yellow urine, abdominal pain, receiving blood transfusion, loss of appetite, lethargy, itching, dark urine. What the name of the disease?",Hepatitis B,Hepatitis B,1.0,True,True,True
"I have symptoms such as nausea, yellowish skin, vomiting, loss of appetite, abdominal pain. What the name of the disease?",Chronic cholestasis,Jaundice,0.0,False,False,False
"I have symptoms such as abnormal menstruation, diarrhea, excessive hunger, fast heart rate, fatigue, irritability, mood swings, muscle weakness, sweating, weight loss. What the name of the disease?",Hyperthyroidism,Hyperthyroidism,1.0,True,True,True
"I have symptoms such as blister, red sore around nose, skin rash, yellow crust ooze. What the name of the disease?",Impetigo,Impetigo,1.0,True,True,True
"I have symptoms such as high fever, patches in throat, extra marital contacts. What the name of the disease?",AIDS,Common Cold,0.0,False,False,False
"I have symptoms such as movement stiffness, painful walking, stiff neck, swelling joints. What the name of the disease?",Arthritis,Arthritis,1.0,True,True,True
"I have symptoms such as abdominal pain, dark urine, fatigue, itching, lethargy, loss of appetite, malaise, receiving blood transfusion, receiving unsterile injections, yellow urine, yellowing of eyes. What the name of the disease?",Hepatitis B,Jaundice,0.0,False,False,False
"I have symptoms such as back pain, chills, fatigue, headache, high fever, joint pain, loss of appetite, malaise, muscle pain, nausea, pain behind the eyes, red spots over body, skin rash, vomiting. What the name of the disease?",Dengue,Dengue,1.0,True,True,True
"I have symptoms such as depression, blurred and distorted vision, indigestion, visual disturbances, stiff neck, acidity, irritability. What the name of the disease?",Migraine,Migraine,1.0,True,True,True
"I have symptoms such as bladder discomfort, burning micturition, foul smell of urine. What the name of the disease?",Urinary tract infection,Urinary tract infection,1.0000000000000002,True,True,True
"I have symptoms such as fatigue, headache, high fever, itching, lethargy, loss of appetite, malaise, mild fever, red spots over body, skin rash, swelled lymph nodes. What the name of the disease?",Chicken pox,Chicken pox,1.0000000000000002,True,True,True
What is the description of the disease Common Cold?,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.",viral infection,0.21951095080860838,False,False,False
"I have symptoms such as abdominal pain, acute liver failure, coma, dark urine, high fever, joint pain, loss of appetite, nausea, stomach bleeding, vomiting, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis E,Hepatitis E,1.0,True,True,True
What is the description of the disease GERD?,"Gastroesophageal reflux disease, or GERD, is a digestive disorder that affects the lower esophageal sphincter (LES), the ring of muscle between the esophagus and stomach. Many people, including pregnant women, suffer from heartburn or acid indigestion caused by GERD.",gastroenteritis,0.0,False,False,False
"I have symptoms such as cough, family history, fatigue, high fever, mucoid sputum. What the name of the disease?",Bronchial Asthma,Tuberculosis,0.0,False,False,False
"I have symptoms such as obesity, weight loss, lethargy, fatigue, polyuria, blurred and distorted vision, increased appetite. What the name of the disease?",Diabetes,Diabetes,1.0,True,True,True
"I have symptoms such as breathlessness, chest pain, sweating. What the name of the disease?",Heart attack,Heart attack,1.0000000000000002,True,True,True
"I have symptoms such as headache, loss of balance, nausea, spinning movements, unsteadiness. What the name of the disease?",(vertigo) Paroymsal  Positional Vertigo,(vertigo) Paroymsal Positional Vertigo,1.0000000000000002,True,True,True
"I have symptoms such as itching, loss of appetite, nausea, vomiting, yellowing of eyes, yellowish skin. What the name of the disease?",Chronic cholestasis,Chronic cholestasis,1.0000000000000002,True,True,True
"I have symptoms such as stomach pain, acidity, ulcers on tongue, cough, chest pain. What the name of the disease?",GERD,GERD,1.0,True,True,True
"What is the disease name based on this description: Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.?",Chicken pox,Chickenpox,0.0,False,False,False
"I have symptoms such as anxiety, blurred and distorted vision, drying and tingling lips, excessive hunger, fatigue, headache, irritability, nausea, palpitations, slurred speech, sweating, vomiting. What the name of the disease?",Hypoglycemia,Hypoglycemia,1.0,True,True,True
"I have symptoms such as spotting urination, stomach pain, skin rash, burning micturition. What the name of the disease?",Drug Reaction,Urinary tract infection,0.0,False,False,False
"I have symptoms such as spinning movements, vomiting, nausea, headache, unsteadiness. What the name of the disease?",(vertigo) Paroymsal  Positional Vertigo,(vertigo) Paroymsal Positional Vertigo,1.0000000000000002,True,True,True
"I have symptoms such as blood in sputum, breathlessness, chest pain, chills, cough, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, sweating, swelled lymph nodes, vomiting, yellowing of eyes. What the name of the disease?",Tuberculosis,Pneumonia,0.0,False,False,False
"I have symptoms such as indigestion, depression, excessive hunger, acidity, irritability, blurred and distorted vision. What the name of the disease?",Migraine,Diabetes,0.0,False,False,False
"I have symptoms such as bloody stool, irritation in anus, constipation, pain in anal region, pain during bowel movements. What the name of the disease?",Dimorphic hemorrhoids(piles),Urinary tract infection,0.0,False,False,False
"I have symptoms such as muscle pain, headache, chest pain, throat irritation, congestion, fatigue, chills, loss of smell, swelled lymph nodes, phlegm, redness of eyes, runny nose, malaise. What the name of the disease?",Common Cold,Common Cold,1.0000000000000002,True,True,True
"I have symptoms such as abdominal pain, dark urine, fatigue, itching, vomiting, weight loss, yellowish skin. What the name of the disease?",Jaundice,Jaundice,1.0,True,True,True
"I have symptoms such as abdominal pain, acute liver failure, coma, dark urine, fatigue, high fever, loss of appetite, nausea, stomach bleeding, vomiting, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis E,Hepatitis E,1.0,True,True,True
"I have symptoms such as blister, high fever, red sore around nose, skin rash, yellow crust ooze. What the name of the disease?",Impetigo,Impetigo,1.0,True,True,True
"I have symptoms such as restlessness, polyuria, fatigue, irregular sugar level, weight loss, blurred and distorted vision, increased appetite, obesity, excessive hunger. What the name of the disease?",Diabetes,Diabetes,1.0,True,True,True
"I have symptoms such as swelled lymph nodes, high fever, loss of appetite, malaise, headache, fatigue, itching, lethargy, mild fever. What the name of the disease?",Chicken pox,Typhoid,0.0,False,False,False
"I have symptoms such as high fever, fatigue, breathlessness, mucoid sputum, cough. What the name of the disease?",Bronchial Asthma,Pneumonia,0.0,False,False,False
"I have symptoms such as cough, fatigue, family history, high fever, breathlessness. What the name of the disease?",Bronchial Asthma,Pneumonia,0.0,False,False,False
"I have symptoms such as headache, altered sensorium. What the name of the disease?",Paralysis (brain hemorrhage),Migraine,0.0,False,False,False
"I have symptoms such as continuous sneezing, shivering, watering from eyes. What the name of the disease?",Allergy,Allergy,1.0,True,True,True
"I have symptoms such as blurred and distorted vision, excessive hunger, increased appetite, irregular sugar level, lethargy, obesity, polyuria, restlessness, weight loss. What the name of the disease?",Diabetes,Diabetes,1.0,True,True,True
"I have symptoms such as yellowish skin, abdominal pain, vomiting, distention of abdomen, history of alcohol consumption. What the name of the disease?",Alcoholic hepatitis,Jaundice,0.0,False,False,False
"I have symptoms such as constipation, fatigue, toxic look (typhos), nausea, diarrhea, chills, high fever, abdominal pain. What the name of the disease?",Typhoid,Typhoid,1.0,True,True,True
"I have symptoms such as abdominal pain, dark urine, fatigue, joint pain, loss of appetite, vomiting, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis D,Hepatitis E,1.0,True,True,False
"I have symptoms such as acidity, cough, stomach pain, ulcers on tongue, vomiting. What the name of the disease?",GERD,GERD,1.0,True,True,True
"I have symptoms such as blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria, restlessness. What the name of the disease?",Diabetes,Diabetes,1.0,True,True,True
"I have symptoms such as unsteadiness, loss of balance, spinning movements, nausea. What the name of the disease?",(vertigo) Paroymsal  Positional Vertigo,(vertigo) Paroymsal Positional Vertigo,1.0000000000000002,True,True,True
"I have symptoms such as restlessness, weight loss, irritability, muscle weakness, excessive hunger, fast heart rate, diarrhea, sweating, mood swings, abnormal menstruation. What the name of the disease?",Hyperthyroidism,Hyperthyroidism,1.0,True,True,True
"I have symptoms such as dischromic patches, itching, skin rash. What the name of the disease?",Fungal infection,Fungal infection,1.0000000000000002,True,True,True
"I have symptoms such as cough, high fever, mucoid sputum, fatigue, family history. What the name of the disease?",Bronchial Asthma,Pneumonia,0.0,False,False,False
"I have symptoms such as abnormal menstruation, lethargy, dizziness, brittle nails, irritability, enlarged thyroid, swollen extremeties, mood swings, weight gain, depression, fatigue, cold hands and feets. What the name of the disease?",Hypothyroidism,Hypothyroidism,1.0,True,True,True
"What is the disease name based on this description: Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.?",Diabetes,Insulin,0.0,False,False,False
"I have symptoms such as irritability, sweating, fatigue, excessive hunger, muscle weakness, mood swings, restlessness, abnormal menstruation, diarrhea. What the name of the disease?",Hyperthyroidism,Hyperthyroidism,1.0,True,True,True
"I have symptoms such as blackheads, pus filled pimples, scurring, skin rash. What the name of the disease?",Acne,Acne vulgaris,0.5797386715376658,True,False,True
"I have symptoms such as itching, headache, malaise, swelled lymph nodes, skin rash, high fever, fatigue, red spots over body, lethargy, loss of appetite. What the name of the disease?",Chicken pox,Chicken pox,1.0000000000000002,True,True,True
"I have symptoms such as blackheads, scurring, skin rash. What the name of the disease?",Acne,Acne vulgaris,0.5797386715376658,True,False,True
"I have symptoms such as blurred and distorted vision, lethargy, restlessness, obesity, polyuria, fatigue, increased appetite, irregular sugar level, excessive hunger. What the name of the disease?",Diabetes,Diabetes,1.0,True,True,True
"I have symptoms such as chest pain, sweating, vomiting. What the name of the disease?",Heart attack,Gastroenteritis,0.0,False,False,False
"I have symptoms such as burning micturition, itching, spotting urination, stomach pain. What the name of the disease?",Drug Reaction,Urinary tract infection,0.0,False,False,False
"I have symptoms such as nausea, family history, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis C,Jaundice Yellow staining,0.0,False,False,False
"I have symptoms such as hip joint pain, joint pain, knee pain, neck pain, swelling joints. What the name of the disease?",Osteoarthristis,Arthritis,0.0,False,False,False
"I have symptoms such as excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria, restlessness, weight loss. What the name of the disease?",Diabetes,Diabetes,1.0,True,True,True
What is the description of the disease Cervical spondylosis?,"Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",age-related wear and tear,0.28446123652414207,False,False,False
"I have symptoms such as bruising, cramps, obesity, prominent veins on calf, swollen blood vessels, swollen legs. What the name of the disease?",Varicose veins,Varicose veins,1.0000000000000002,True,True,True
"I have symptoms such as abdominal pain, internal itching, loss of appetite, passage of gases, vomiting. What the name of the disease?",Peptic ulcer disease,Gastroenteritis,0.0,False,False,False
"I have symptoms such as family history, loss of appetite, nausea, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis C,cholestasis,0.0,False,False,False
"I have symptoms such as abnormal menstruation, brittle nails, cold hands and feets, depression, dizziness, enlarged thyroid, fatigue, irritability, lethargy, puffy face and eyes, swollen extremeties, weight gain. What the name of the disease?",Hypothyroidism,Hypothyroidism,1.0,True,True,True
"I have symptoms such as continuous feel of urine, burning micturition, bladder discomfort, foul smell of urine. What the name of the disease?",Urinary tract infection,Urinary tract infection,1.0000000000000002,True,True,True
What is the description of the disease Migraine?,"A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.",Dengue,0.0,False,False,False
What is the description of the disease Typhoid?,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",Salmonella typhi,0.1836724124217137,False,False,False
"I have symptoms such as abdominal pain, acute liver failure, coma, dark urine, fatigue, high fever, joint pain, loss of appetite, nausea, stomach bleeding, vomiting, yellowing of eyes. What the name of the disease?",Hepatitis E,Hepatitis E,1.0,True,True,True
"I have symptoms such as loss of appetite, mild fever, chills, weight loss, yellowing of eyes, malaise, blood in sputum, chest pain, vomiting, high fever, breathlessness, fatigue, cough, phlegm, swelled lymph nodes. What the name of the disease?",Tuberculosis,Dengue,0.0,False,False,False
"I have symptoms such as nausea, loss of appetite, fatigue, yellowing of eyes. What the name of the disease?",Hepatitis C,Jaundice,0.0,False,False,False
"I have symptoms such as fatigue, pain behind the eyes, muscle pain, headache, red spots over body, nausea, back pain, chills, skin rash, malaise. What the name of the disease?",Dengue,Dengue,1.0,True,True,True
"I have symptoms such as blood in sputum, breathlessness, chest pain, chills, cough, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, sweating, swelled lymph nodes, vomiting, weight loss, yellowing of eyes. What the name of the disease?",Tuberculosis,Dengue,0.0,False,False,False
"I have symptoms such as fatigue, high fever, phlegm, congestion, swelled lymph nodes, redness of eyes, continuous sneezing, cough, throat irritation, chills, chest pain, runny nose. What the name of the disease?",Common Cold,Pneumonia,0.0,False,False,False
"I have symptoms such as phlegm, malaise, fast heart rate, chest pain, rusty sputum, breathlessness, fatigue, sweating. What the name of the disease?",Pneumonia,Pneumonia,1.0,True,True,True
"I have symptoms such as restlessness, blurred and distorted vision, weight loss, increased appetite, fatigue, irregular sugar level, polyuria. What the name of the disease?",Diabetes,Diabetes,1.0,True,True,True
"I have symptoms such as dehydration, vomiting, sunken eyes. What the name of the disease?",Gastroenteritis,Gastroenteritis,1.0,True,True,True
"I have symptoms such as hip joint pain, swelling joints, joint pain, painful walking, neck pain. What the name of the disease?",Osteoarthristis,Arthritis,0.0,False,False,False
"I have symptoms such as vomiting, nausea, spinning movements, loss of balance, headache. What the name of the disease?",(vertigo) Paroymsal  Positional Vertigo,Migraine,0.0,False,False,False
"I have symptoms such as history of alcohol consumption, yellowish skin, distention of abdomen, vomiting, fluid overload. What the name of the disease?",Alcoholic hepatitis,alcohol consumption,0.0,False,False,False
"I have symptoms such as runny nose, muscle pain, congestion, high fever, cough, redness of eyes, throat irritation, chills, chest pain, sinus pressure, continuous sneezing, malaise. What the name of the disease?",Common Cold,Common Cold,1.0000000000000002,True,True,True
"I have symptoms such as dizziness, headache, lack of concentration, loss of balance. What the name of the disease?",Hypertension,Hypoglycemia,0.0,False,False,False
"I have symptoms such as red sore around nose, yellow crust ooze, blister. What the name of the disease?",Impetigo,Impetigo,1.0,True,True,True
"I have symptoms such as abdominal pain, dark urine, fatigue, joint pain, loss of appetite, nausea, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis D,Hepatitis E,1.0,True,True,False
"I have symptoms such as yellowing of eyes, muscle pain, nausea, yellowish skin, abdominal pain, vomiting, diarrhea, loss of appetite. What the name of the disease?",hepatitis A,Jaundice Yellow staining,0.0,False,False,False
"I have symptoms such as abdominal pain, fatigue, joint pain, loss of appetite, nausea, vomiting, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis D,Jaundice,0.0,False,False,False
"What is the disease name based on this description: Gastroesophageal reflux disease, or GERD, is a digestive disorder that affects the lower esophageal sphincter (LES), the ring of muscle between the esophagus and stomach. Many people, including pregnant women, suffer from heartburn or acid indigestion caused by GERD.?",GERD,GERD,1.0,True,True,True
"I have symptoms such as blood in sputum, breathlessness, chest pain, chills, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, sweating, swelled lymph nodes, vomiting, weight loss, yellowing of eyes. What the name of the disease?",Tuberculosis,Dengue,0.0,False,False,False
"I have symptoms such as dizziness, weakness in limbs, back pain. What the name of the disease?",Cervical spondylosis,Cervical spondylosis,1.0000000000000002,True,True,True
What is the description of the disease Hyperthyroidism?,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat.",overactive thyroid,0.32527588774410515,False,False,False
What is the description of the disease Arthritis?,"Arthritis is the swelling and tenderness of one or more of your joints. The main symptoms of arthritis are joint pain and stiffness, which typically worsen with age. The most common types of arthritis are osteoarthritis and rheumatoid arthritis.",swelling and tenderness,0.1836724124217137,False,False,False
"I have symptoms such as swollen legs, obesity, bruising, fatigue, prominent veins on calf. What the name of the disease?",Varicose veins,Varicose veins,1.0000000000000002,True,True,True
"I have symptoms such as chills, vomiting, muscle pain, nausea, headache. What the name of the disease?",Malaria,Typhoid fever,0.0,False,False,False
"I have symptoms such as abdominal pain, dark urine, fatigue, itching, loss of appetite, malaise, receiving blood transfusion, receiving unsterile injections, yellow urine, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis B,Hepatitis B,1.0,True,True,True
"I have symptoms such as high fever, breathlessness, mucoid sputum, fatigue, family history. What the name of the disease?",Bronchial Asthma,Bronchial Asthma,1.0000000000000002,True,True,True
"I have symptoms such as depression, stiff neck, irritability, visual disturbances, acidity, excessive hunger, indigestion, headache. What the name of the disease?",Migraine,Migraine,1.0,True,True,True
"I have symptoms such as breathlessness, chest pain, sweating, vomiting. What the name of the disease?",Heart attack,Hypoglycemia,0.0,False,False,False
"I have symptoms such as weight loss, vomiting, fatigue, itching, yellowish skin. What the name of the disease?",Jaundice,Jaundice,1.0,True,True,True
"I have symptoms such as yellowing of eyes, yellowish skin, vomiting, abdominal pain, loss of appetite, joint pain, dark urine. What the name of the disease?",Hepatitis D,Hepatitis E,1.0,True,True,False
"I have symptoms such as chills, diarrhea, headache, high fever, muscle pain, nausea, sweating. What the name of the disease?",Malaria,Dengue,0.0,False,False,False
"I have symptoms such as loss of appetite, passage of gases, vomiting, indigestion, internal itching. What the name of the disease?",Peptic ulcer disease,Gastroenteritis,0.0,False,False,False
"I have symptoms such as itching, high fever, yellowish skin, abdominal pain, vomiting, fatigue, weight loss. What the name of the disease?",Jaundice,Jaundice,1.0,True,True,True
"I have symptoms such as belly pain, abdominal pain, constipation, headache, chills, nausea, fatigue, vomiting, diarrhea, high fever. What the name of the disease?",Typhoid,Typhoid,1.0,True,True,True
"I have symptoms such as acidity, blurred and distorted vision, depression, excessive hunger, headache, indigestion, irritability, stiff neck. What the name of the disease?",Migraine,Hypoglycemia,0.0,False,False,False
"I have symptoms such as fatigue, high fever, itching, lethargy, loss of appetite, malaise, mild fever, red spots over body, skin rash, swelled lymph nodes. What the name of the disease?",Chicken pox,Chicken pox,1.0000000000000002,True,True,True
"I have symptoms such as vomiting, nausea, itching, abdominal pain, loss of appetite, yellowing of eyes. What the name of the disease?",Chronic cholestasis,Jaundice,0.0,False,False,False
"I have symptoms such as vomiting, nausea, spinning movements, unsteadiness, loss of balance. What the name of the disease?",(vertigo) Paroymsal  Positional Vertigo,vertigo,0.7092972666062738,False,False,False
"I have symptoms such as back pain, chills, fatigue, headache, high fever, joint pain, loss of appetite, malaise, nausea, pain behind the eyes, red spots over body, skin rash, vomiting. What the name of the disease?",Dengue,Dengue,1.0,True,True,True
"I have symptoms such as dehydration, diarrhea, sunken eyes, vomiting. What the name of the disease?",Gastroenteritis,Gastroenteritis,1.0,True,True,True
"I have symptoms such as dark urine, fatigue, itching, lethargy, loss of appetite, malaise, receiving blood transfusion, receiving unsterile injections, yellow urine, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis B,Jaundice,0.0,False,False,False
"I have symptoms such as yellowing of eyes, vomiting, yellowish skin, loss of appetite, itching, nausea. What the name of the disease?",Chronic cholestasis,Jaundice,0.0,False,False,False
"I have symptoms such as hip joint pain, joint pain, knee pain, swelling joints, neck pain. What the name of the disease?",Osteoarthristis,Arthritis,0.0,False,False,False
"I have symptoms such as breathlessness, chest pain, chills, cough, fast heart rate, fatigue, high fever, malaise, phlegm, rusty sputum, sweating. What the name of the disease?",Pneumonia,Pneumonia,1.0,True,True,True
"I have symptoms such as loss of balance, dizziness, chest pain, lack of concentration, headache. What the name of the disease?",Hypertension,Hypertension,1.0,True,True,True
"I have symptoms such as dark urine, abdominal pain, high fever, vomiting, itching, yellowish skin. What the name of the disease?",Jaundice,Jaundice,1.0,True,True,True
"I have symptoms such as vomiting, sweating, phlegm, swelled lymph nodes, fatigue, chills, high fever, mild fever, malaise, yellowing of eyes, loss of appetite, weight loss. What the name of the disease?",Tuberculosis,Typhoid,0.0,False,False,False
"I have symptoms such as loss of appetite, diarrhea, yellowing of eyes, mild fever, vomiting, muscle pain, abdominal pain, joint pain, dark urine. What the name of the disease?",hepatitis A,Jaundice,0.0,False,False,False
"I have symptoms such as chills, continuous sneezing, shivering, watering from eyes. What the name of the disease?",Allergy,Allergy,1.0,True,True,True
"I have symptoms such as cramps, swollen blood vessels, fatigue, obesity, bruising. What the name of the disease?",Varicose veins,Diabetes,0.0,False,False,False
"I have symptoms such as abdominal pain, indigestion, internal itching, passage of gases, vomiting. What the name of the disease?",Peptic ulcer disease,GERD,0.0,False,False,False
"I have symptoms such as dark urine, diarrhea, joint pain, loss of appetite, mild fever, muscle pain, nausea, vomiting, yellowing of eyes, yellowish skin. What the name of the disease?",hepatitis A,Hepatitis E,1.0,True,True,False
"I have symptoms such as blurred and distorted vision, drying and tingling lips, excessive hunger, fatigue, headache, irritability, nausea, palpitations, slurred speech, sweating, vomiting. What the name of the disease?",Hypoglycemia,Hypoglycemia,1.0,True,True,True
"I have symptoms such as high fever, red sore around nose, skin rash, yellow crust ooze. What the name of the disease?",Impetigo,Impetigo,1.0,True,True,True
"I have symptoms such as constipation, toxic look (typhos), headache, fatigue, belly pain, vomiting, chills, high fever, nausea, diarrhea. What the name of the disease?",Typhoid,Typhoid,1.0,True,True,True
"I have symptoms such as anxiety, excessive hunger, slurred speech, vomiting, irritability, fatigue, headache, sweating, nausea. What the name of the disease?",Hypoglycemia,Hypoglycemia,1.0,True,True,True
What is the description of the disease AIDS?,"Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.","breakbone fever, dengue fever",0.0,False,False,False
"I have symptoms such as breathlessness, cough, family history, fatigue, high fever. What the name of the disease?",Bronchial Asthma,Bronchial Asthma,1.0000000000000002,True,True,True
"I have symptoms such as fatigue, headache, high fever, lethargy, loss of appetite, malaise, mild fever, red spots over body, skin rash, swelled lymph nodes. What the name of the disease?",Chicken pox,Dengue,0.0,False,False,False
"I have symptoms such as vomiting, high fever, dark urine, itching, weight loss, yellowish skin, abdominal pain. What the name of the disease?",Jaundice,Jaundice,1.0,True,True,True
"I have symptoms such as mild fever, headache, skin rash, red spots over body, loss of appetite, fatigue, lethargy, malaise, itching. What the name of the disease?",Chicken pox,Chicken pox,1.0000000000000002,True,True,True
"I have symptoms such as dark urine, abdominal pain, fatigue, weight loss, vomiting, high fever. What the name of the disease?",Jaundice,hepatitis A,0.0,False,False,False
"I have symptoms such as hip joint pain, joint pain, knee pain, neck pain, painful walking, swelling joints. What the name of the disease?",Osteoarthristis,Osteoarthristis,1.0,True,True,True
"I have symptoms such as blood in sputum, fatigue, mild fever, chest pain, phlegm, malaise, swelled lymph nodes, high fever, sweating, weight loss, vomiting, cough. What the name of the disease?",Tuberculosis,Pneumonia,0.0,False,False,False
"I have symptoms such as inflammatory nails, joint pain, silver like dusting, skin peeling, small dents in nails. What the name of the disease?",Psoriasis,Psoriasis,1.0,True,True,True
"I have symptoms such as stomach pain, spotting urination, itching, skin rash, burning micturition. What the name of the disease?",Drug Reaction,Urinary tract infection,0.0,False,False,False
"I have symptoms such as abdominal pain, dark urine, fatigue, itching, lethargy, loss of appetite, malaise, receiving blood transfusion, receiving unsterile injections, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis B,Jaundice,0.0,False,False,False
